RowNumber,IdClient,NomFamille,ScoreCredit,ZoneGeo,Genre,Age,Anciennete,Solde,NbProduits,CarteCredit,MembreActif,SalaireEstim,Churn
8690,15585133,Wei,657,Espagne,Femme,27.0,8,0.0,2,Non,Non,3234.12,Non
8691,15712960,Olisanugo,613,Espagne,Homme,,3,85826.585,1,Non,Oui,2676.56,Non
8692,15620746,Lorenzo,632,,Homme,42.0,4,63057.8,1,Oui,Non,50499.25,Non
8693,15626042,Webb,690,Espagne,Femme,26.0,2,0.0,2,Oui,Oui,46627.925,Non
8694,15719809,Endrizzi,516,Allemagne,Homme,32.0,3,72583.045,2,Non,Non,55710.725,Non
8695,15608916,Ndubueze,573,France,Homme,,7,73877.34,1,Oui,Oui,,Non
8696,15750264,Pinto,757,Allemagne,Homme,30.0,6,52564.425,2,Oui,Oui,,Non
8697,15618225,Porter,741,Allemagne,Homme,36.0,8,58496.715,2,Oui,Non,84408.11,Non
8698,15673570,Olsen,580,France,Homme,37.0,9,0.0,2,Non,Oui,38554.33,Non
8699,15652658,Finch,721,France,Homme,36.0,1,77588.415,2,Oui,Oui,24826.685,Non
8700,15569626,Miller,577,Espagne,Homme,35.0,5,55040.15,1,Oui,Oui,54897.155,Non
8701,15677173,Law,555,France,Homme,37.0,9,62484.565,1,Oui,Non,30097.025,Non
8702,15736495,Jackson,712,France,Homme,34.0,8,57044.16,1,Oui,Non,46397.305,Non
8703,15804211,Oluchukwu,719,France,Homme,36.0,3,77711.585,1,Oui,Oui,99920.66,Non
8704,15613630,Tang,775,France,Homme,52.0,8,54961.305,1,Oui,Oui,48411.66,Oui
8705,15734628,Lysaght,623,France,Femme,,5,0.0,2,Oui,Non,50596.04,Non
8706,15603830,Palmer,600,Espagne,Homme,36.0,4,0.0,2,Oui,Non,71817.68,Non
8707,15680901,Potter,652,France,Femme,34.0,6,48717.925,2,Oui,Oui,52165.88,Non
8708,15684196,Aitken,627,France,Femme,55.0,2,79720.635,1,Oui,Non,50343.055,Oui
8709,15803121,Chia,847,France,Homme,,5,48782.87,1,Non,Non,72092.03,Oui
8710,15797905,Walker,682,France,Femme,48.0,7,0.0,2,Oui,Non,32534.515,Non
8711,15735968,Hsing,605,France,Homme,41.0,10,0.0,2,Non,Oui,48606.545,Non
8712,15676707,Sidorov,577,Espagne,Femme,39.0,4,0.0,2,Oui,Non,45683.21,Non
8713,15760456,Eberechukwu,731,France,Femme,38.0,10,61855.865,2,Oui,Non,85670.34,Oui
8714,15574947,Cartwright,656,France,Homme,36.0,8,48893.04,2,Non,Oui,10739.18,Non
8715,15747647,Iadanza,589,Espagne,Femme,27.0,4,0.0,2,Oui,Non,,Non
8716,15593694,Williams,814,France,Homme,49.0,8,0.0,2,Non,Non,78911.27,Non
8717,15613319,Rice,793,France,Femme,33.0,0,0.0,1,Non,Non,87772.01,Non
8718,15745452,Sun,651,Allemagne,Homme,41.0,1,45109.055,1,Oui,Non,87168.84,Non
8719,15611315,Ts'ao,708,Allemagne,Femme,23.0,4,35716.54,1,Oui,Non,51848.785,Non
8720,15686913,Kung,757,France,Homme,38.0,0,0.0,1,Oui,Non,41631.53,Non
8721,15736078,Ting,730,Allemagne,Femme,33.0,7,65183.935,1,Oui,Non,,Oui
8722,15717138,Watson,850,Espagne,Homme,31.0,6,41306.78,2,Oui,Non,74585.46,Non
8723,15716000,Hs?eh,638,Espagne,Homme,48.0,2,0.0,2,Oui,Oui,3959.54,Non
8724,15611599,Curtis,604,France,Femme,71.0,2,0.0,2,Oui,Oui,24753.41,Non
8725,15666197,Boni,430,Allemagne,Femme,38.0,8,76529.32,1,Oui,Non,49688.635,Non
8726,15664849,Colon,573,,Homme,46.0,3,32634.615,1,Non,Oui,94994.325,Oui
8727,15801152,Hill,553,Espagne,Femme,39.0,1,71438.49,2,Oui,Non,22181.71,Non
8728,15800703,Madukwe,485,Espagne,Femme,21.0,5,56578.61,1,Oui,Oui,27070.75,Non
8729,15641782,Humphries,540,France,Femme,31.0,7,0.0,1,Non,Oui,91525.8,Oui
8730,15679909,Pugliesi,665,Espagne,Homme,41.0,8,0.0,2,Oui,Non,66076.16,Non
8731,15643487,Sal,630,Espagne,Homme,39.0,10,52736.87,1,Non,Non,29427.44,Oui
8732,15723907,Lawless,712,Allemagne,Femme,49.0,5,77388.21,2,Non,Non,98128.84,Non
8733,15797160,Glover,492,France,Femme,49.0,8,0.0,1,Oui,Oui,91432.545,Oui
8734,15734970,White,835,Espagne,Homme,38.0,7,43412.045,1,Non,Non,87952.985,Non
8735,15648967,Ch'en,698,Allemagne,Femme,64.0,1,84681.215,1,Oui,Non,42380.16,Oui
8736,15780925,Tretyakova,625,France,Homme,37.0,1,88534.62,2,Oui,Oui,48044.27,Non
8737,15813871,Hs?,690,France,Homme,47.0,2,0.0,2,Oui,Non,75687.865,Non
8738,15720110,Oluchukwu,795,France,Homme,32.0,2,58632.605,1,Oui,Oui,99158.615,Non
8739,15692137,Jen,759,France,Femme,46.0,2,0.0,1,Oui,Oui,69190.055,Non
8740,15592000,Calabresi,781,Allemagne,Femme,48.0,9,41397.09,1,Oui,Non,62360.34,Oui
8741,15633260,Dumetochukwu,600,France,Homme,37.0,1,71331.73,1,Non,Oui,44334.945,Non
8742,15674727,Lazarev,777,,Femme,42.0,5,73765.91,1,Oui,Oui,19409.725,Non
8743,15619955,Bevington,733,Allemagne,Homme,34.0,3,50168.98,3,Oui,Non,24279.595,Oui
8744,15617538,Nwankwo,834,Espagne,Homme,,7,0.0,2,Non,Non,22519.37,Non
8745,15658716,Banks,667,Allemagne,Femme,37.0,5,46085.675,3,Oui,Non,89053.17,Oui
8746,15595036,Doherty,726,Allemagne,Homme,30.0,7,46423.795,1,Oui,Non,73077.03,Non
8747,15746802,Onio,477,France,Femme,30.0,6,65643.23,1,Oui,Non,97072.225,Non
8748,15585853,McCardle,743,Espagne,Homme,41.0,7,0.0,1,Oui,Non,81868.045,Oui
8749,15615457,Burns,842,Espagne,Femme,44.0,2,56326.04,2,Oui,Non,63322.49,Non
8750,15629739,Hartley,621,Allemagne,Femme,31.0,8,50187.695,1,Oui,Oui,45192.13,Non
8751,15574858,Page,530,France,Homme,37.0,8,0.0,2,Oui,Oui,143.995,Non
8752,15574480,Ubanwa,652,Espagne,Homme,31.0,1,66431.295,1,Non,Non,79027.245,Non
8753,15759387,McIntosh,598,Allemagne,Homme,38.0,1,50743.59,1,Oui,Oui,37979.55,Oui
8754,15797748,Lu,729,France,Homme,,5,0.0,2,Non,Oui,4600.27,Non
8755,15804052,Scott,710,Espagne,Homme,23.0,6,0.0,2,Oui,Oui,67094.055,Non
8756,15815615,Kung,681,France,Homme,36.0,5,70976.035,1,Oui,Oui,92572.04,Non
8757,15807335,Spencer,676,Espagne,Femme,64.0,4,58477.16,1,Oui,Oui,45574.74,Non
8758,15755239,Maughan,758,Allemagne,Homme,32.0,4,81328.82,2,Oui,Oui,57762.565,Non
8759,15698271,Graham,523,France,Femme,26.0,4,0.0,2,Oui,Non,92744.405,Non
8760,15577751,Pisano,759,Allemagne,Homme,30.0,4,50901.335,1,Non,Non,4346.9,Non
8761,15663939,Arnott,523,Allemagne,Homme,35.0,8,69391.38,1,Oui,Oui,93059.465,Non
8762,15740404,He,758,France,Femme,34.0,3,0.0,2,Oui,Oui,62113.08,Non
8763,15627517,Taylor,497,Espagne,Homme,,7,74700.135,1,Non,Non,83761.095,Non
8764,15591577,Moran,584,France,Homme,,3,73155.79,1,Oui,Oui,52721.735,Non
8765,15809837,Kent,430,Allemagne,Femme,66.0,6,67696.155,2,Oui,Oui,86426.03,Oui
8766,15695679,Yao,776,Espagne,Homme,39.0,2,52174.725,1,Non,Non,,Non
8767,15602043,Buccho,770,Allemagne,Femme,46.0,5,70894.315,2,Non,Non,82483.605,Non
8768,15710012,Bowen,738,Espagne,Homme,44.0,2,0.0,2,Oui,Non,21509.41,Oui
8769,15660271,Duncan,688,Allemagne,Homme,26.0,8,73066.695,1,Oui,Oui,87648.38,Non
8770,15797665,Docherty,730,France,Femme,27.0,7,0.0,2,Oui,Non,72049.74,Non
8771,15650391,Wallace,633,France,Femme,29.0,7,84994.175,1,Oui,Non,2136.0,Non
8772,15758901,Henderson,713,Espagne,Femme,47.0,1,0.0,1,Oui,Non,53912.54,Oui
8773,15622833,Mahon,835,Allemagne,Femme,,10,65210.1,2,Non,Non,53138.275,Non
8774,15722765,Owen,580,Espagne,Femme,57.0,0,68410.495,1,Non,Oui,,Non
8775,15687372,Padovesi,547,Allemagne,Homme,49.0,8,60768.855,2,Oui,Non,23260.725,Oui
8776,15706071,Hunt,528,Allemagne,Homme,39.0,0,63815.81,1,Non,Oui,11098.9,Oui
8777,15706223,Barnes,715,Espagne,Homme,38.0,2,48399.395,2,Oui,Oui,2277.335,Non
8778,15590146,Mao,630,France,Homme,50.0,1,40973.88,1,Non,Oui,31803.11,Oui
8779,15591130,Medvedev,507,Espagne,Femme,29.0,6,0.0,2,Non,Oui,47390.45,Non
8780,15600280,Tao,703,France,Femme,32.0,6,0.0,2,Non,Non,16803.26,Non
8781,15632977,Hsiao,745,France,Homme,47.0,5,0.0,2,Non,Non,72894.855,Non
8782,15675450,Burt,718,France,Homme,48.0,9,0.0,2,Oui,Oui,36052.815,Non
8783,15654379,Onwuatuegwu,588,Espagne,Homme,59.0,4,0.0,2,Oui,Oui,13717.705,Non
8784,15685226,Morrison,712,Allemagne,Femme,29.0,7,73599.535,1,Oui,Oui,42466.2,Non
8785,15619514,Bull,507,Allemagne,Homme,40.0,3,60052.715,1,Oui,Non,46037.505,Oui
8786,15697460,Lai,596,Allemagne,Homme,34.0,4,49720.605,2,Non,Oui,2401.135,Non
8787,15639530,Buda,679,Espagne,Homme,42.0,2,0.0,1,Oui,Oui,84147.135,Non
8788,15638774,Chong,719,Espagne,Femme,40.0,9,0.0,2,Oui,Non,91112.07,Non
8789,15617252,Lung,697,France,Femme,33.0,1,43673.85,1,Oui,Non,86262.255,Non
8790,15581626,Mancini,664,France,Homme,54.0,8,0.0,1,Oui,Oui,,Oui
8791,15672905,Sani,679,Espagne,Femme,40.0,7,0.0,2,Oui,Oui,81878.645,Non
8792,15717489,Martin,835,France,Homme,23.0,9,0.0,1,Oui,Non,9896.865,Oui
8793,15728829,Weigel,509,France,Homme,18.0,7,51491.955,1,Oui,Non,85885.29,Non
8794,15779414,Rossi,696,Espagne,Homme,40.0,3,76819.555,1,Oui,Oui,,Non
8795,15688563,Marchesi,694,Allemagne,Homme,31.0,4,70994.635,2,Oui,Non,13058.41,Non
8796,15766047,Sukhorukova,748,France,Femme,41.0,2,45810.845,1,Oui,Oui,35569.655,Non
8797,15719779,May,645,Allemagne,Homme,25.0,1,78702.01,2,Oui,Non,46536.52,Non
8798,15636478,Williams,621,France,Homme,31.0,7,68329.305,1,Oui,Oui,74344.565,Non
8799,15574842,Lorenzo,653,Allemagne,Femme,25.0,2,79133.21,3,Oui,Oui,99678.62,Non
8800,15804721,Boni,602,France,Homme,49.0,0,95904.365,1,Non,Non,48820.1,Non
8801,15569410,Tang,601,Allemagne,Femme,33.0,7,57215.09,2,Oui,Oui,76506.065,Non
8802,15597385,Siddons,573,Espagne,Homme,41.0,5,0.0,2,Non,Oui,7239.645,Non
8803,15704053,T'ang,710,Espagne,Homme,62.0,3,65539.21,2,Oui,Non,59674.38,Oui
8804,15636624,Nwabugwu,805,Espagne,Femme,39.0,5,82636.065,1,Oui,Non,7054.925,Oui
8805,15675626,Dawson,726,France,Homme,28.0,2,0.0,1,Non,Non,49030.255,Non
8806,15609824,Fedorov,794,France,Femme,41.0,7,88422.705,3,Oui,Non,83263.13,Oui
8807,15728043,Udinese,648,Allemagne,Femme,37.0,7,69251.755,2,Oui,Non,28607.925,Non
8808,15665129,Kapustin,545,Allemagne,Homme,33.0,1,66263.95,2,Non,Oui,53714.855,Non
8809,15603665,Colombo,638,Allemagne,Femme,39.0,0,61250.64,2,Oui,Oui,47503.9,Non
8810,15624528,L?,664,Allemagne,Homme,26.0,7,58122.07,2,Oui,Oui,47572.57,Non
8811,15777708,Liao,824,Espagne,Femme,38.0,3,0.0,2,Oui,Non,96400.125,Non
8812,15706185,Clements,596,Allemagne,Homme,47.0,5,70093.55,2,Oui,Oui,87155.65,Non
8813,15732903,Fontenot,673,France,Homme,39.0,7,41127.755,2,Oui,Non,,Non
8814,15681220,Chou,503,France,Femme,37.0,8,0.0,2,Oui,Oui,48946.66,Non
8815,15709928,Niu,567,Espagne,Femme,41.0,1,0.0,2,Oui,Non,1707.36,Non
8816,15741921,Moon,622,Espagne,Femme,26.0,8,0.0,2,Oui,Oui,62482.41,Non
8817,15644446,Norton,672,France,Femme,28.0,6,0.0,1,Non,Oui,4407.345,Non
8818,15707674,Marino,515,France,Femme,58.0,2,65926.405,1,Oui,Non,40718.34,Oui
8819,15647725,Napolitano,675,France,Femme,61.0,5,31027.585,3,Oui,Non,83152.58,Oui
8820,15677336,Aitken,557,Allemagne,Homme,57.0,1,60021.565,1,Oui,Non,66185.375,Oui
8821,15640922,Demaine,791,France,Femme,52.0,7,0.0,1,Oui,Oui,61391.25,Non
8822,15733032,Butler,651,Espagne,Homme,47.0,2,0.0,2,Oui,Oui,59904.32,Non
8823,15722991,McGregor,567,France,Homme,54.0,9,48201.48,1,Non,Non,26017.645,Oui
8824,15754526,Walker,699,Allemagne,Homme,36.0,6,73568.87,1,Oui,Oui,16843.95,Non
8825,15723053,T'ang,504,Allemagne,Homme,32.0,8,85145.61,2,Non,Oui,7829.495,Non
8826,15651280,Hunter,742,Allemagne,Homme,35.0,5,68428.5,1,Non,Non,42254.785,Non
8827,15617934,Septimus,579,France,Homme,36.0,9,64914.795,1,Oui,Oui,30453.06,Non
8828,15785350,Austin,528,Espagne,Homme,23.0,7,52372.445,1,Oui,Non,85131.485,Non
8829,15680767,Sabbatini,717,Allemagne,Femme,64.0,10,49181.175,2,Oui,Oui,10815.105,Non
8830,15765902,Gibson,706,Allemagne,Homme,38.0,5,81517.41,2,Oui,Oui,67831.085,Non
8831,15651554,Anenechukwu,618,Allemagne,Femme,54.0,4,59224.605,1,Oui,Oui,66786.645,Oui
8832,15653595,Ts'ai,796,France,Homme,51.0,6,0.0,2,Non,Oui,97366.64,Non
8833,15678779,Quezada,502,France,Homme,33.0,7,0.0,2,Non,Oui,2041.26,Non
8834,15689044,Humphries,539,France,Homme,37.0,2,63804.795,1,Oui,Non,49323.11,Non
8835,15744398,Burns,525,France,Femme,,5,0.0,2,Oui,Non,80124.55,Non
8836,15577313,Lionel,619,France,Homme,44.0,3,58483.84,1,Oui,Non,2537.585,Oui
8837,15660871,Ch'ang,665,France,Homme,28.0,8,68650.115,1,Oui,Non,45087.415,Non
8838,15796569,Donaldson,831,Espagne,Femme,44.0,10,0.0,1,Non,Oui,23864.665,Non
8839,15815660,Mazzi,758,France,Femme,34.0,1,77069.725,1,Oui,Oui,30364.445,Non
8840,15582129,Hsia,517,,Homme,62.0,1,21886.33,3,Oui,Non,93878.12,Oui
8841,15741078,Greece,736,France,Homme,54.0,7,55864.735,2,Non,Oui,42460.245,Non
8842,15671987,Meagher,567,Espagne,Homme,35.0,8,76568.87,1,Oui,Non,44329.535,Non
8843,15638231,Chung,730,Espagne,Femme,62.0,2,0.0,2,Oui,Oui,81444.55,Non
8844,15614740,Walters,684,France,Femme,,6,67601.905,2,Oui,Oui,60983.94,Non
8845,15775741,Powell,608,France,Femme,28.0,9,0.0,2,Oui,Oui,62531.01,Non
8846,15593510,Capon,638,Allemagne,Femme,33.0,5,64667.825,1,Oui,Oui,28292.6,Oui
8847,15566295,Sanders,761,France,Femme,33.0,6,69026.895,2,Oui,Non,74389.705,Non
8848,15734942,Nnamutaezinwa,539,Allemagne,Femme,,8,41203.755,1,Oui,Non,6561.705,Non
8849,15701319,Baxter,614,Allemagne,Femme,37.0,6,48170.405,2,Oui,Oui,69688.62,Oui
8850,15756954,Lombardo,538,France,Femme,32.0,2,0.0,1,Oui,Oui,40065.27,Non
8851,15687431,Faria,642,France,Femme,41.0,7,57585.855,1,Oui,Oui,18837.235,Non
8852,15693526,Ku,618,France,Femme,40.0,0,0.0,1,Oui,Non,59529.565,Non
8853,15775293,Stephenson,680,France,Homme,34.0,3,71646.475,1,Oui,Non,33263.005,Non
8854,15695197,Tochukwu,553,Allemagne,Femme,25.0,7,64262.095,2,Oui,Non,10341.23,Non
8855,15608406,Schmidt,678,France,Homme,26.0,5,55564.02,1,Oui,Non,30470.635,Oui
8856,15796993,McCollum,741,France,Homme,52.0,1,85618.15,2,Non,Non,10917.2,Oui
8857,15674932,Cameron,757,Espagne,Femme,44.0,9,0.0,2,Oui,Non,88764.46,Non
8858,15631848,Grover,727,France,Femme,26.0,9,60754.14,1,Oui,Oui,73392.72,Non
8859,15704586,Osonduagwuike,758,France,Femme,42.0,7,0.0,2,Non,Oui,38104.78,Non
8860,15791030,Edwards,612,France,Femme,33.0,0,32450.16,2,Oui,Non,51213.06,Non
8861,15579781,Buccho,806,Allemagne,Homme,31.0,10,69326.755,1,Oui,Non,95401.685,Non
8862,15802560,Moran,470,Espagne,Femme,48.0,6,70288.055,1,Oui,Oui,,Non
8863,15738291,Nevzorova,671,France,Femme,48.0,8,57856.92,2,Non,Non,41605.42,Non
8864,15603481,Robinson,689,Espagne,Femme,55.0,4,0.0,2,Oui,Oui,29221.125,Non
8865,15649239,Vasilieva,731,Espagne,Homme,46.0,10,0.0,2,Oui,Non,76507.71,Non
8866,15675185,Chuang,697,Allemagne,Femme,48.0,2,54064.48,2,Oui,Oui,51972.185,Non
8867,15726358,Chiemenam,681,France,Homme,34.0,7,0.0,2,Non,Non,65343.295,Non
8868,15792726,Sung,470,France,Femme,25.0,8,63987.03,2,Oui,Oui,91629.675,Non
8869,15773071,Serena,780,Espagne,Femme,33.0,6,72790.305,1,Oui,Oui,77299.28,Non
8870,15606115,P'eng,510,France,Femme,52.0,6,95832.605,1,Oui,Oui,65656.28,Oui
8871,15750299,Davison,746,Espagne,Homme,24.0,10,34390.91,1,Non,Oui,23998.695,Non
8872,15569807,Ejimofor,673,France,Femme,34.0,8,21078.54,1,Oui,Non,10299.295,Oui
8873,15735799,Maconochie,527,Allemagne,Homme,,3,68659.21,1,Oui,Oui,63072.48,Non
8874,15805303,Olisanugo,661,Allemagne,Homme,44.0,1,70568.31,1,Oui,Non,94871.39,Oui
8875,15786170,Tien,659,France,Homme,31.0,4,59171.13,1,Non,Non,80787.095,Non
8876,15701439,Fanucci,698,Espagne,Femme,50.0,1,0.0,4,Oui,Non,44283.45,Oui
8877,15783955,Miah,697,France,Femme,25.0,4,82843.055,2,Oui,Non,7733.99,Non
8878,15643056,McMillan,755,Allemagne,Femme,38.0,1,41041.76,1,Non,Oui,5166.89,Non
8879,15674254,Kerr,554,Espagne,Femme,45.0,4,0.0,2,Oui,Oui,96706.025,Non
8880,15762799,Alexander,720,Allemagne,Homme,23.0,0,93930.59,2,Oui,Oui,52060.085,Non
8881,15732704,Piazza,582,Espagne,Homme,25.0,9,74021.485,2,Oui,Non,26170.575,Non
8882,15748608,Trentini,612,Allemagne,Homme,42.0,5,70963.55,1,Oui,Oui,21509.49,Non
8883,15800805,Maher,451,France,Femme,31.0,7,70465.91,1,Non,Oui,10194.385,Non
8884,15770811,Wallace,519,France,Homme,36.0,9,0.0,2,Non,Oui,72781.2,Non
8885,15801414,Bitter,767,France,Femme,35.0,2,0.0,2,Non,Non,72125.69,Non
8886,15629010,Beam,847,Allemagne,Femme,35.0,5,55871.715,1,Oui,Oui,91792.07,Non
8887,15792222,Johnstone,712,France,Femme,37.0,1,53440.75,2,Non,Non,84693.405,Non
8888,15679770,Smith,611,France,Femme,61.0,3,65791.795,4,Non,Oui,33119.115,Oui
8889,15800856,Ewen,643,Espagne,Homme,,3,41566.045,1,Oui,Oui,10680.44,Non
8890,15758510,Frolova,474,France,Homme,26.0,6,0.0,2,Non,Non,76245.61,Non
8891,15751137,Lei,850,Allemagne,Femme,36.0,3,84512.915,1,Oui,Non,87117.53,Non
8892,15749004,Tsao,718,France,Femme,31.0,0,59050.295,2,Oui,Non,51582.575,Non
8893,15566735,Obialo,548,Allemagne,Femme,36.0,2,54456.92,2,Oui,Oui,70230.005,Non
8894,15574169,Trevisano,595,Allemagne,Femme,32.0,0,46233.105,1,Oui,Non,,Non
8895,15704844,Hsiung,550,Espagne,Homme,62.0,7,40463.78,1,Non,Oui,32245.335,Non
8896,15645942,Macleod,689,Espagne,Homme,40.0,2,0.0,2,Oui,Oui,82384.41,Non
8897,15649668,Wilhelm,637,Allemagne,Femme,36.0,10,72875.225,2,Oui,Oui,48330.38,Non
8898,15713379,Anderson,669,France,Homme,26.0,4,0.0,2,Oui,Oui,,Non
8899,15637428,Briggs,660,France,Homme,35.0,7,0.0,2,Oui,Non,6609.3,Non
8900,15588090,Ferri,726,,Femme,51.0,8,53747.43,2,Oui,Non,70468.955,Oui
8901,15788025,Tseng,715,France,Femme,38.0,0,0.0,2,Oui,Oui,166.405,Non
8902,15659931,Ibezimako,637,Allemagne,Femme,,1,61689.1,1,Oui,Non,40715.995,Oui
8903,15725698,Panicucci,520,Espagne,Femme,35.0,4,57840.405,1,Oui,Oui,45140.35,Non
8904,15674526,Byrne,725,France,Homme,66.0,4,43229.9,1,Oui,Oui,70738.28,Non
8905,15761487,Yefimova,678,France,Femme,55.0,5,0.0,1,Non,Oui,98397.055,Oui
8906,15751926,Trentino,821,Allemagne,Homme,42.0,3,43903.645,2,Oui,Oui,32306.905,Non
8907,15636767,Yang,665,Espagne,Femme,32.0,10,0.0,1,Oui,Oui,11243.725,Non
8908,15634896,Grant,521,France,Femme,39.0,6,0.0,2,Non,Oui,13687.575,Non
8909,15640280,Cameron,850,France,Homme,39.0,4,63885.675,2,Non,Oui,75869.27,Non
8910,15709994,Gallo,658,France,Femme,,7,70298.475,1,Non,Oui,67729.51,Oui
8911,15605130,Seccombe,753,France,Homme,32.0,6,88864.565,1,Oui,Oui,80821.04,Non
8912,15580682,Tsai,652,France,Femme,,4,39963.68,2,Oui,Oui,16762.3,Non
8913,15597739,Tu,674,France,Homme,37.0,3,0.0,1,Oui,Non,79024.95,Non
8914,15668270,Thompson,587,Allemagne,Femme,44.0,5,62792.085,2,Oui,Oui,20926.12,Oui
8915,15578369,Chiedozie,652,Allemagne,Femme,37.0,9,72609.65,1,Oui,Non,79566.415,Non
8916,15764021,Frolov,617,France,Homme,34.0,1,30843.665,2,Oui,Non,52982.625,Non
8917,15738715,Alexander,600,France,Femme,37.0,4,0.0,3,Oui,Non,3656.125,Oui
8918,15804064,Docherty,742,France,Femme,35.0,2,39563.085,1,Oui,Oui,63498.765,Non
8919,15598275,Sochima,709,France,Femme,32.0,7,0.0,2,Oui,Oui,99709.01,Non
8920,15662294,Bennett,710,France,Homme,33.0,10,59163.585,2,Oui,Oui,96464.41,Non
8921,15722965,Yefimova,757,France,Homme,57.0,3,44539.705,1,Oui,Oui,26589.605,Oui
8922,15757628,Savage,571,France,Homme,40.0,10,56448.43,1,Oui,Oui,60701.265,Non
8923,15746553,Castles,526,Allemagne,Homme,50.0,5,62116.62,1,Non,Oui,79728.435,Oui
8924,15573876,Chia,473,Espagne,Homme,,8,0.0,2,Oui,Non,35569.9,Non
8925,15805523,Nnaife,717,France,Femme,28.0,1,45268.58,1,Non,Oui,37400.495,Non
8926,15625761,Maclean,632,Allemagne,Homme,41.0,8,63602.66,4,Oui,Non,46937.435,Oui
8927,15781465,Schofield,675,Allemagne,Femme,29.0,8,60663.21,1,Oui,Non,66728.76,Non
8928,15765311,Zhirov,642,Espagne,Homme,34.0,8,0.0,1,Oui,Non,36042.55,Non
8929,15741032,Tsao,733,France,Homme,48.0,5,0.0,1,Non,Oui,58915.285,Non
8930,15615938,Fleming,502,France,Femme,64.0,3,69831.685,1,Non,Oui,50497.555,Non
8931,15792004,Heath,731,Espagne,Femme,26.0,3,0.0,2,Oui,Non,18848.645,Non
8932,15648951,Kao,785,Espagne,Homme,41.0,7,0.0,2,Oui,Oui,99554.44,Non
8933,15672152,Grant,850,Allemagne,Homme,37.0,9,61253.19,1,Non,Oui,99846.92,Oui
8934,15752838,Lucas,723,Espagne,Homme,38.0,6,0.0,2,Oui,Oui,,Non
8935,15751022,Bowhay,777,Allemagne,Femme,37.0,10,60766.085,2,Oui,Oui,36732.44,Non
8936,15565879,Riley,845,France,Femme,28.0,9,0.0,2,Oui,Oui,28092.99,Non
8937,15729087,Suttor,751,Allemagne,Homme,54.0,9,78183.8,2,Non,Oui,58089.96,Non
8938,15791174,Leibius,540,Espagne,Homme,67.0,1,44191.005,1,Non,Oui,29728.5,Non
8939,15791743,Corbett,727,France,Homme,32.0,1,29635.91,1,Oui,Oui,23009.715,Non
8940,15685243,Jamieson,736,France,Femme,63.0,10,0.0,2,Non,Oui,,Non
8941,15767231,Sun,757,France,Homme,36.0,7,72426.03,1,Non,Non,65430.975,Non
8942,15750602,Clendinnen,662,France,Homme,29.0,5,73546.325,1,Oui,Non,5464.15,Non
8943,15801904,Heard,677,Allemagne,Homme,28.0,0,71994.0,2,Oui,Non,4377.845,Oui
8944,15746076,Saunders,506,Espagne,Homme,50.0,3,0.0,2,Oui,Non,6008.395,Non
8945,15690492,Palermo,625,France,Homme,41.0,6,48831.58,2,Oui,Non,28564.39,Non
8946,15633525,Payne,631,France,Homme,29.0,7,0.0,2,Non,Oui,62938.61,Non
8947,15811947,Gordon,850,France,Homme,33.0,0,62390.835,1,Non,Oui,,Non
8948,15797964,Cameron,732,Allemagne,Femme,29.0,1,77166.91,1,Oui,Oui,69263.78,Non
8949,15713596,Ugochukwu,428,France,Femme,62.0,1,53867.965,1,Non,Oui,29190.885,Non
8950,15632669,Rees,722,Espagne,Femme,32.0,4,0.0,2,Oui,Oui,56833.24,Non
8951,15569590,Yoo,601,Allemagne,Homme,42.0,1,49247.86,1,Oui,Non,20007.38,Oui
8952,15700864,Fiorentini,607,France,Femme,21.0,0,0.0,2,Oui,Non,58053.26,Non
8953,15732563,Swanton,726,Allemagne,Femme,33.0,7,49523.155,2,Oui,Oui,28026.53,Non
8954,15583748,McGuigan,592,Espagne,Homme,38.0,8,0.0,2,Oui,Non,90213.1,Non
8955,15702337,Sinclair,581,France,Homme,37.0,7,0.0,2,Oui,Oui,37160.375,Non
8956,15756824,Giordano,613,Allemagne,Femme,50.0,5,50621.49,2,Oui,Non,6246.805,Non
8957,15660735,T'ang,581,Espagne,Femme,31.0,6,0.0,2,Oui,Non,94188.605,Non
8958,15738835,Slater,850,Allemagne,Homme,38.0,7,50992.905,2,Non,Non,21900.635,Non
8959,15762927,Sung,674,Allemagne,Femme,36.0,6,50381.32,1,Oui,Non,91078.43,Non
8960,15775206,Hunter,699,France,Homme,37.0,10,0.0,2,Non,Non,41631.52,Non
8961,15593283,Higgins,705,Allemagne,Femme,48.0,1,78424.065,2,Oui,Oui,,Oui
8962,15660679,Chimaobim,653,Espagne,Femme,38.0,9,74785.97,1,Oui,Non,59191.59,Non
8963,15648989,Moss,850,France,Homme,37.0,4,63436.3,1,Oui,Non,98633.29,Non
8964,15722322,Green,655,Espagne,Femme,78.0,2,0.0,2,Non,Oui,,Non
8965,15724296,Kerr,684,Espagne,Homme,41.0,2,59891.36,2,Non,Non,60142.335,Non
8966,15581840,DeRose,626,France,Homme,33.0,8,0.0,2,Oui,Non,69252.14,Non
8967,15645600,Obidimkpa,739,Espagne,Femme,27.0,8,49463.2,1,Oui,Oui,,Non
8968,15722479,Ikenna,707,France,Homme,37.0,1,0.0,2,Non,Oui,3017.755,Non
8969,15685947,Henderson,556,Allemagne,Homme,42.0,0,57957.765,2,Non,Oui,62717.735,Oui
